Date,Race,Gender,Participation
1983-10-01,white,NA,0.645
1983-10-01,white,women,0.531
1983-10-01,white,men,0.77
1983-11-01,all,NA,0.642
1983-11-01,black,NA,0.621
1983-11-01,black,women,0.5489999999999999
1983-11-01,black,men,0.711
1983-11-01,hispanic,NA,0.6409999999999999
1983-11-01,hispanic,women,0.489
1983-11-01,hispanic,men,0.809
1983-11-01,white,NA,0.645
1983-11-01,white,women,0.531
1983-11-01,white,men,0.77
1983-12-01,all,NA,0.642
1983-12-01,black,NA,0.621
1983-12-01,black,women,0.5489999999999999
1983-12-01,black,men,0.71
1983-12-01,hispanic,NA,0.6409999999999999
1983-12-01,hispanic,women,0.49
1983-12-01,hispanic,men,0.8079999999999999
1983-12-01,white,NA,0.645
1983-12-01,white,women,0.531
1983-12-01,white,men,0.77
1984-01-01,all,NA,0.642
1984-01-01,black,NA,0.621
1984-01-01,black,women,0.5489999999999999
1984-01-01,black,men,0.71
1984-01-01,hispanic,NA,0.6409999999999999
1984-01-01,hispanic,women,0.49200000000000005
1984-01-01,hispanic,men,0.807
1984-01-01,white,NA,0.645
1984-01-01,white,women,0.531
1984-01-01,white,men,0.77
1984-02-01,all,NA,0.642
1984-02-01,black,NA,0.621
1984-02-01,black,women,0.5489999999999999
1984-02-01,black,men,0.711
1984-02-01,hispanic,NA,0.64
1984-02-01,hispanic,women,0.49200000000000005
1984-02-01,hispanic,men,0.805
1984-02-01,white,NA,0.645
1984-02-01,white,women,0.532
1984-02-01,white,men,0.77
1984-03-01,all,NA,0.643
1984-03-01,black,NA,0.621
1984-03-01,black,women,0.5489999999999999
1984-03-01,black,men,0.711
1984-03-01,hispanic,NA,0.64
1984-03-01,hispanic,women,0.493
1984-03-01,hispanic,men,0.804
1984-03-01,white,NA,0.6459999999999999
1984-03-01,white,women,0.5329999999999999
1984-03-01,white,men,0.77
1984-04-01,all,NA,0.643
1984-04-01,black,NA,0.621
1984-04-01,black,women,0.55
1984-04-01,black,men,0.71
1984-04-01,hispanic,NA,0.64
1984-04-01,hispanic,women,0.493
1984-04-01,hispanic,men,0.804
1984-04-01,white,NA,0.6459999999999999
1984-04-01,white,women,0.534
1984-04-01,white,men,0.77
1984-05-01,all,NA,0.644
1984-05-01,black,NA,0.622
1984-05-01,black,women,0.55
1984-05-01,black,men,0.71
1984-05-01,hispanic,NA,0.64
1984-05-01,hispanic,women,0.493
1984-05-01,hispanic,men,0.804
1984-05-01,white,NA,0.647
1984-05-01,white,women,0.535
1984-05-01,white,men,0.77
1984-06-01,all,NA,0.644
1984-06-01,black,NA,0.621
1984-06-01,black,women,0.55
1984-06-01,black,men,0.7090000000000001
1984-06-01,hispanic,NA,0.64
1984-06-01,hispanic,women,0.494
1984-06-01,hispanic,men,0.804
1984-06-01,white,NA,0.647
1984-06-01,white,women,0.535
1984-06-01,white,men,0.77
1984-07-01,all,NA,0.644
1984-07-01,black,NA,0.621
1984-07-01,black,women,0.551
1984-07-01,black,men,0.708
1984-07-01,hispanic,NA,0.6409999999999999
1984-07-01,hispanic,women,0.495
1984-07-01,hispanic,men,0.805
1984-07-01,white,NA,0.648
1984-07-01,white,women,0.536
1984-07-01,white,men,0.77
1984-08-01,all,NA,0.644
1984-08-01,black,NA,0.622
1984-08-01,black,women,0.552
1984-08-01,black,men,0.708
1984-08-01,hispanic,NA,0.642
1984-08-01,hispanic,women,0.496
1984-08-01,hispanic,men,0.804
1984-08-01,white,NA,0.648
1984-08-01,white,women,0.536
1984-08-01,white,men,0.77
1984-09-01,all,NA,0.644
1984-09-01,black,NA,0.622
1984-09-01,black,women,0.5529999999999999
1984-09-01,black,men,0.708
1984-09-01,hispanic,NA,0.642
1984-09-01,hispanic,women,0.498
1984-09-01,hispanic,men,0.804
1984-09-01,white,NA,0.648
1984-09-01,white,women,0.536
1984-09-01,white,men,0.77
1984-10-01,all,NA,0.645
1984-10-01,black,NA,0.624
1984-10-01,black,women,0.555
1984-10-01,black,men,0.7090000000000001
1984-10-01,hispanic,NA,0.643
1984-10-01,hispanic,women,0.499
1984-10-01,hispanic,men,0.804
1984-10-01,white,NA,0.648
1984-10-01,white,women,0.536
1984-10-01,white,men,0.77
1984-11-01,all,NA,0.645
1984-11-01,black,NA,0.625
1984-11-01,black,women,0.557
1984-11-01,black,men,0.71
1984-11-01,hispanic,NA,0.644
1984-11-01,hispanic,women,0.5
1984-11-01,hispanic,men,0.804
1984-11-01,white,NA,0.648
1984-11-01,white,women,0.536
1984-11-01,white,men,0.77
1984-12-01,all,NA,0.645
1984-12-01,black,NA,0.627
1984-12-01,black,women,0.5589999999999999
1984-12-01,black,men,0.71
1984-12-01,hispanic,NA,0.645
1984-12-01,hispanic,women,0.501
1984-12-01,hispanic,men,0.805
1984-12-01,white,NA,0.648
1984-12-01,white,women,0.537
1984-12-01,white,men,0.77
1985-01-01,all,NA,0.6459999999999999
1985-01-01,black,NA,0.628
1985-01-01,black,women,0.561
1985-01-01,black,men,0.71
1985-01-01,hispanic,NA,0.645
1985-01-01,hispanic,women,0.5
1985-01-01,hispanic,men,0.804
1985-01-01,white,NA,0.648
1985-01-01,white,women,0.5379999999999999
1985-01-01,white,men,0.77
1985-02-01,all,NA,0.6459999999999999
1985-02-01,black,NA,0.628
1985-02-01,black,women,0.563
1985-02-01,black,men,0.71
1985-02-01,hispanic,NA,0.6459999999999999
1985-02-01,hispanic,women,0.501
1985-02-01,hispanic,men,0.804
1985-02-01,white,NA,0.649
1985-02-01,white,women,0.539
1985-02-01,white,men,0.769
1985-03-01,all,NA,0.647
1985-03-01,black,NA,0.629
1985-03-01,black,women,0.564
1985-03-01,black,men,0.7090000000000001
1985-03-01,hispanic,NA,0.6459999999999999
1985-03-01,hispanic,women,0.502
1985-03-01,hispanic,men,0.804
1985-03-01,white,NA,0.649
1985-03-01,white,women,0.539
1985-03-01,white,men,0.769
1985-04-01,all,NA,0.647
1985-04-01,black,NA,0.63
1985-04-01,black,women,0.5660000000000001
1985-04-01,black,men,0.71
1985-04-01,hispanic,NA,0.647
1985-04-01,hispanic,women,0.502
1985-04-01,hispanic,men,0.8029999999999999
1985-04-01,white,NA,0.649
1985-04-01,white,women,0.54
1985-04-01,white,men,0.769
1985-05-01,all,NA,0.647
1985-05-01,black,NA,0.631
1985-05-01,black,women,0.5670000000000001
1985-05-01,black,men,0.71
1985-05-01,hispanic,NA,0.647
1985-05-01,hispanic,women,0.501
1985-05-01,hispanic,men,0.8029999999999999
1985-05-01,white,NA,0.649
1985-05-01,white,women,0.54
1985-05-01,white,men,0.769
1985-06-01,all,NA,0.647
1985-06-01,black,NA,0.631
1985-06-01,black,women,0.568
1985-06-01,black,men,0.7090000000000001
1985-06-01,hispanic,NA,0.647
1985-06-01,hispanic,women,0.5
1985-06-01,hispanic,men,0.804
1985-06-01,white,NA,0.649
1985-06-01,white,women,0.54
1985-06-01,white,men,0.769
1985-07-01,all,NA,0.647
1985-07-01,black,NA,0.631
1985-07-01,black,women,0.569
1985-07-01,black,men,0.7090000000000001
1985-07-01,hispanic,NA,0.647
1985-07-01,hispanic,women,0.499
1985-07-01,hispanic,men,0.805
1985-07-01,white,NA,0.649
1985-07-01,white,women,0.541
1985-07-01,white,men,0.768
1985-08-01,all,NA,0.647
1985-08-01,black,NA,0.631
1985-08-01,black,women,0.568
1985-08-01,black,men,0.708
1985-08-01,hispanic,NA,0.647
1985-08-01,hispanic,women,0.498
1985-08-01,hispanic,men,0.8059999999999999
1985-08-01,white,NA,0.649
1985-08-01,white,women,0.541
1985-08-01,white,men,0.768
1985-09-01,all,NA,0.648
1985-09-01,black,NA,0.631
1985-09-01,black,women,0.568
1985-09-01,black,men,0.7090000000000001
1985-09-01,hispanic,NA,0.648
1985-09-01,hispanic,women,0.498
1985-09-01,hispanic,men,0.8059999999999999
1985-09-01,white,NA,0.65
1985-09-01,white,women,0.542
1985-09-01,white,men,0.768
1985-10-01,all,NA,0.648
1985-10-01,black,NA,0.631
1985-10-01,black,women,0.568
1985-10-01,black,men,0.708
1985-10-01,hispanic,NA,0.648
1985-10-01,hispanic,women,0.498
1985-10-01,hispanic,men,0.8059999999999999
1985-10-01,white,NA,0.65
1985-10-01,white,women,0.5429999999999999
1985-10-01,white,men,0.768
1985-11-01,all,NA,0.648
1985-11-01,black,NA,0.63
1985-11-01,black,women,0.568
1985-11-01,black,men,0.708
1985-11-01,hispanic,NA,0.648
1985-11-01,hispanic,women,0.49700000000000005
1985-11-01,hispanic,men,0.8059999999999999
1985-11-01,white,NA,0.6509999999999999
1985-11-01,white,women,0.544
1985-11-01,white,men,0.768
1985-12-01,all,NA,0.649
1985-12-01,black,NA,0.63
1985-12-01,black,women,0.568
1985-12-01,black,men,0.708
1985-12-01,hispanic,NA,0.647
1985-12-01,hispanic,women,0.495
1985-12-01,hispanic,men,0.805
1985-12-01,white,NA,0.6509999999999999
1985-12-01,white,women,0.545
1985-12-01,white,men,0.767
1986-01-01,all,NA,0.649
1986-01-01,black,NA,0.63
1986-01-01,black,women,0.568
1986-01-01,black,men,0.708
1986-01-01,hispanic,NA,0.647
1986-01-01,hispanic,women,0.495
1986-01-01,hispanic,men,0.805
1986-01-01,white,NA,0.6509999999999999
1986-01-01,white,women,0.546
1986-01-01,white,men,0.767
1986-02-01,all,NA,0.649
1986-02-01,black,NA,0.63
1986-02-01,black,women,0.568
1986-02-01,black,men,0.708
1986-02-01,hispanic,NA,0.647
1986-02-01,hispanic,women,0.494
1986-02-01,hispanic,men,0.8059999999999999
1986-02-01,white,NA,0.652
1986-02-01,white,women,0.546
1986-02-01,white,men,0.767
1986-03-01,all,NA,0.649
1986-03-01,black,NA,0.631
1986-03-01,black,women,0.568
1986-03-01,black,men,0.7090000000000001
1986-03-01,hispanic,NA,0.647
1986-03-01,hispanic,women,0.493
1986-03-01,hispanic,men,0.807
1986-03-01,white,NA,0.652
1986-03-01,white,women,0.547
1986-03-01,white,men,0.767
1986-04-01,all,NA,0.649
1986-04-01,black,NA,0.632
1986-04-01,black,women,0.569
1986-04-01,black,men,0.71
1986-04-01,hispanic,NA,0.648
1986-04-01,hispanic,women,0.49200000000000005
1986-04-01,hispanic,men,0.8079999999999999
1986-04-01,white,NA,0.652
1986-04-01,white,women,0.547
1986-04-01,white,men,0.767
1986-05-01,all,NA,0.65
1986-05-01,black,NA,0.633
1986-05-01,black,women,0.569
1986-05-01,black,men,0.711
1986-05-01,hispanic,NA,0.648
1986-05-01,hispanic,women,0.493
1986-05-01,hispanic,men,0.809
1986-05-01,white,NA,0.652
1986-05-01,white,women,0.5479999999999999
1986-05-01,white,men,0.7659999999999999
1986-06-01,all,NA,0.65
1986-06-01,black,NA,0.634
1986-06-01,black,women,0.57
1986-06-01,black,men,0.713
1986-06-01,hispanic,NA,0.649
1986-06-01,hispanic,women,0.495
1986-06-01,hispanic,men,0.8079999999999999
1986-06-01,white,NA,0.653
1986-06-01,white,women,0.5489999999999999
1986-06-01,white,men,0.7659999999999999
1986-07-01,all,NA,0.6509999999999999
1986-07-01,black,NA,0.634
1986-07-01,black,women,0.57
1986-07-01,black,men,0.713
1986-07-01,hispanic,NA,0.65
1986-07-01,hispanic,women,0.49700000000000005
1986-07-01,hispanic,men,0.8079999999999999
1986-07-01,white,NA,0.653
1986-07-01,white,women,0.551
1986-07-01,white,men,0.7659999999999999
1986-08-01,all,NA,0.652
1986-08-01,black,NA,0.634
1986-08-01,black,women,0.5710000000000001
1986-08-01,black,men,0.7120000000000001
1986-08-01,hispanic,NA,0.6509999999999999
1986-08-01,hispanic,women,0.499
1986-08-01,hispanic,men,0.8079999999999999
1986-08-01,white,NA,0.654
1986-08-01,white,women,0.552
1986-08-01,white,men,0.7659999999999999
1986-09-01,all,NA,0.652
1986-09-01,black,NA,0.634
1986-09-01,black,women,0.5720000000000001
1986-09-01,black,men,0.7120000000000001
1986-09-01,hispanic,NA,0.652
1986-09-01,hispanic,women,0.499
1986-09-01,hispanic,men,0.8079999999999999
1986-09-01,white,NA,0.654
1986-09-01,white,women,0.5529999999999999
1986-09-01,white,men,0.7659999999999999
1986-10-01,all,NA,0.652
1986-10-01,black,NA,0.635
1986-10-01,black,women,0.573
1986-10-01,black,men,0.7120000000000001
1986-10-01,hispanic,NA,0.652
1986-10-01,hispanic,women,0.5
1986-10-01,hispanic,men,0.8079999999999999
1986-10-01,white,NA,0.655
1986-10-01,white,women,0.5539999999999999
1986-10-01,white,men,0.7659999999999999
1986-11-01,all,NA,0.653
1986-11-01,black,NA,0.635
1986-11-01,black,women,0.573
1986-11-01,black,men,0.7120000000000001
1986-11-01,hispanic,NA,0.654
1986-11-01,hispanic,women,0.501
1986-11-01,hispanic,men,0.81
1986-11-01,white,NA,0.655
1986-11-01,white,women,0.5539999999999999
1986-11-01,white,men,0.7659999999999999
1986-12-01,all,NA,0.653
1986-12-01,black,NA,0.635
1986-12-01,black,women,0.573
1986-12-01,black,men,0.7120000000000001
1986-12-01,hispanic,NA,0.655
1986-12-01,hispanic,women,0.503
1986-12-01,hispanic,men,0.8109999999999999
1986-12-01,white,NA,0.655
1986-12-01,white,women,0.555
1986-12-01,white,men,0.7659999999999999
1987-01-01,all,NA,0.653
1987-01-01,black,NA,0.636
1987-01-01,black,women,0.574
1987-01-01,black,men,0.7120000000000001
1987-01-01,hispanic,NA,0.657
1987-01-01,hispanic,women,0.505
1987-01-01,hispanic,men,0.813
1987-01-01,white,NA,0.6559999999999999
1987-01-01,white,women,0.555
1987-01-01,white,men,0.7659999999999999
1987-02-01,all,NA,0.654
1987-02-01,black,NA,0.636
1987-02-01,black,women,0.575
1987-02-01,black,men,0.7120000000000001
1987-02-01,hispanic,NA,0.659
1987-02-01,hispanic,women,0.507
1987-02-01,hispanic,men,0.8140000000000001
1987-02-01,white,NA,0.6559999999999999
1987-02-01,white,women,0.555
1987-02-01,white,men,0.7659999999999999
1987-03-01,all,NA,0.654
1987-03-01,black,NA,0.636
1987-03-01,black,women,0.575
1987-03-01,black,men,0.711
1987-03-01,hispanic,NA,0.659
1987-03-01,hispanic,women,0.509
1987-03-01,hispanic,men,0.813
1987-03-01,white,NA,0.6559999999999999
1987-03-01,white,women,0.556
1987-03-01,white,men,0.7659999999999999
1987-04-01,all,NA,0.654
1987-04-01,black,NA,0.636
1987-04-01,black,women,0.575
1987-04-01,black,men,0.711
1987-04-01,hispanic,NA,0.66
1987-04-01,hispanic,women,0.512
1987-04-01,hispanic,men,0.812
1987-04-01,white,NA,0.6559999999999999
1987-04-01,white,women,0.556
1987-04-01,white,men,0.7659999999999999
1987-05-01,all,NA,0.655
1987-05-01,black,NA,0.635
1987-05-01,black,women,0.574
1987-05-01,black,men,0.71
1987-05-01,hispanic,NA,0.6609999999999999
1987-05-01,hispanic,women,0.514
1987-05-01,hispanic,men,0.812
1987-05-01,white,NA,0.657
1987-05-01,white,women,0.557
1987-05-01,white,men,0.7659999999999999
1987-06-01,all,NA,0.655
1987-06-01,black,NA,0.635
1987-06-01,black,women,0.574
1987-06-01,black,men,0.7090000000000001
1987-06-01,hispanic,NA,0.662
1987-06-01,hispanic,women,0.515
1987-06-01,hispanic,men,0.8109999999999999
1987-06-01,white,NA,0.657
1987-06-01,white,women,0.557
1987-06-01,white,men,0.7659999999999999
1987-07-01,all,NA,0.655
1987-07-01,black,NA,0.635
1987-07-01,black,women,0.575
1987-07-01,black,men,0.7090000000000001
1987-07-01,hispanic,NA,0.6609999999999999
1987-07-01,hispanic,women,0.515
1987-07-01,hispanic,men,0.81
1987-07-01,white,NA,0.657
1987-07-01,white,women,0.5579999999999999
1987-07-01,white,men,0.7659999999999999
1987-08-01,all,NA,0.655
1987-08-01,black,NA,0.637
1987-08-01,black,women,0.5770000000000001
1987-08-01,black,men,0.71
1987-08-01,hispanic,NA,0.6609999999999999
1987-08-01,hispanic,women,0.516
1987-08-01,hispanic,men,0.81
1987-08-01,white,NA,0.657
1987-08-01,white,women,0.5579999999999999
1987-08-01,white,men,0.7659999999999999
1987-09-01,all,NA,0.655
1987-09-01,black,NA,0.637
1987-09-01,black,women,0.578
1987-09-01,black,men,0.71
1987-09-01,hispanic,NA,0.6609999999999999
1987-09-01,hispanic,women,0.516
1987-09-01,hispanic,men,0.809
1987-09-01,white,NA,0.657
1987-09-01,white,women,0.5579999999999999
1987-09-01,white,men,0.7659999999999999
1987-10-01,all,NA,0.6559999999999999
1987-10-01,black,NA,0.638
1987-10-01,black,women,0.579
1987-10-01,black,men,0.71
1987-10-01,hispanic,NA,0.662
1987-10-01,hispanic,women,0.518
1987-10-01,hispanic,men,0.81
1987-10-01,white,NA,0.657
1987-10-01,white,women,0.5589999999999999
1987-10-01,white,men,0.7659999999999999
1987-11-01,all,NA,0.6559999999999999
1987-11-01,black,NA,0.639
1987-11-01,black,women,0.581
1987-11-01,black,men,0.71
1987-11-01,hispanic,NA,0.6629999999999999
1987-11-01,hispanic,women,0.52
1987-11-01,hispanic,men,0.81
1987-11-01,white,NA,0.6579999999999999
1987-11-01,white,women,0.5589999999999999
1987-11-01,white,men,0.765
1987-12-01,all,NA,0.6559999999999999
1987-12-01,black,NA,0.64
1987-12-01,black,women,0.5820000000000001
1987-12-01,black,men,0.71
1987-12-01,hispanic,NA,0.664
1987-12-01,hispanic,women,0.521
1987-12-01,hispanic,men,0.81
1987-12-01,white,NA,0.6579999999999999
1987-12-01,white,women,0.56
1987-12-01,white,men,0.765
1988-01-01,all,NA,0.657
1988-01-01,black,NA,0.64
1988-01-01,black,women,0.583
1988-01-01,black,men,0.71
1988-01-01,hispanic,NA,0.665
1988-01-01,hispanic,women,0.524
1988-01-01,hispanic,men,0.809
1988-01-01,white,NA,0.6579999999999999
1988-01-01,white,women,0.56
1988-01-01,white,men,0.765
1988-02-01,all,NA,0.657
1988-02-01,black,NA,0.64
1988-02-01,black,women,0.583
1988-02-01,black,men,0.711
1988-02-01,hispanic,NA,0.667
1988-02-01,hispanic,women,0.527
1988-02-01,hispanic,men,0.81
1988-02-01,white,NA,0.6579999999999999
1988-02-01,white,women,0.561
1988-02-01,white,men,0.764
1988-03-01,all,NA,0.657
1988-03-01,black,NA,0.64
1988-03-01,black,women,0.583
1988-03-01,black,men,0.71
1988-03-01,hispanic,NA,0.6679999999999999
1988-03-01,hispanic,women,0.528
1988-03-01,hispanic,men,0.81
1988-03-01,white,NA,0.6579999999999999
1988-03-01,white,women,0.562
1988-03-01,white,men,0.764
1988-04-01,all,NA,0.657
1988-04-01,black,NA,0.64
1988-04-01,black,women,0.584
1988-04-01,black,men,0.71
1988-04-01,hispanic,NA,0.6679999999999999
1988-04-01,hispanic,women,0.527
1988-04-01,hispanic,men,0.8109999999999999
1988-04-01,white,NA,0.659
1988-04-01,white,women,0.562
1988-04-01,white,men,0.764
1988-05-01,all,NA,0.657
1988-05-01,black,NA,0.64
1988-05-01,black,women,0.583
1988-05-01,black,men,0.711
1988-05-01,hispanic,NA,0.6679999999999999
1988-05-01,hispanic,women,0.527
1988-05-01,hispanic,men,0.8109999999999999
1988-05-01,white,NA,0.659
1988-05-01,white,women,0.563
1988-05-01,white,men,0.764
1988-06-01,all,NA,0.657
1988-06-01,black,NA,0.64
1988-06-01,black,women,0.5820000000000001
1988-06-01,black,men,0.71
1988-06-01,hispanic,NA,0.669
1988-06-01,hispanic,women,0.529
1988-06-01,hispanic,men,0.812
1988-06-01,white,NA,0.659
1988-06-01,white,women,0.563
1988-06-01,white,men,0.764
1988-07-01,all,NA,0.6579999999999999
1988-07-01,black,NA,0.64
1988-07-01,black,women,0.583
1988-07-01,black,men,0.71
1988-07-01,hispanic,NA,0.6709999999999999
1988-07-01,hispanic,women,0.53
1988-07-01,hispanic,men,0.8140000000000001
1988-07-01,white,NA,0.659
1988-07-01,white,women,0.563
1988-07-01,white,men,0.764
1988-08-01,all,NA,0.6579999999999999
1988-08-01,black,NA,0.639
1988-08-01,black,women,0.5820000000000001
1988-08-01,black,men,0.7090000000000001
1988-08-01,hispanic,NA,0.6709999999999999
1988-08-01,hispanic,women,0.531
1988-08-01,hispanic,men,0.815
1988-08-01,white,NA,0.66
1988-08-01,white,women,0.564
1988-08-01,white,men,0.764
1988-09-01,all,NA,0.6579999999999999
1988-09-01,black,NA,0.639
1988-09-01,black,women,0.5820000000000001
1988-09-01,black,men,0.7090000000000001
1988-09-01,hispanic,NA,0.6729999999999999
1988-09-01,hispanic,women,0.532
1988-09-01,hispanic,men,0.816
1988-09-01,white,NA,0.66
1988-09-01,white,women,0.565
1988-09-01,white,men,0.764
1988-10-01,all,NA,0.659
1988-10-01,black,NA,0.639
1988-10-01,black,women,0.581
1988-10-01,black,men,0.7090000000000001
1988-10-01,hispanic,NA,0.6729999999999999
1988-10-01,hispanic,women,0.532
1988-10-01,hispanic,men,0.8170000000000001
1988-10-01,white,NA,0.66
1988-10-01,white,women,0.565
1988-10-01,white,men,0.764
1988-11-01,all,NA,0.659
1988-11-01,black,NA,0.638
1988-11-01,black,women,0.581
1988-11-01,black,men,0.7090000000000001
1988-11-01,hispanic,NA,0.674
1988-11-01,hispanic,women,0.532
1988-11-01,hispanic,men,0.818
1988-11-01,white,NA,0.6609999999999999
1988-11-01,white,women,0.5660000000000001
1988-11-01,white,men,0.764
1988-12-01,all,NA,0.659
1988-12-01,black,NA,0.638
1988-12-01,black,women,0.581
1988-12-01,black,men,0.7090000000000001
1988-12-01,hispanic,NA,0.674
1988-12-01,hispanic,women,0.532
1988-12-01,hispanic,men,0.8190000000000001
1988-12-01,white,NA,0.6609999999999999
1988-12-01,white,women,0.5670000000000001
1988-12-01,white,men,0.764
1989-01-01,all,NA,0.66
1989-01-01,black,NA,0.639
1989-01-01,black,women,0.5820000000000001
1989-01-01,black,men,0.71
1989-01-01,hispanic,NA,0.674
1989-01-01,hispanic,women,0.532
1989-01-01,hispanic,men,0.82
1989-01-01,white,NA,0.662
1989-01-01,white,women,0.568
1989-01-01,white,men,0.765
1989-02-01,all,NA,0.66
1989-02-01,black,NA,0.639
1989-02-01,black,women,0.5820000000000001
1989-02-01,black,men,0.71
1989-02-01,hispanic,NA,0.674
1989-02-01,hispanic,women,0.531
1989-02-01,hispanic,men,0.82
1989-02-01,white,NA,0.6629999999999999
1989-02-01,white,women,0.569
1989-02-01,white,men,0.765
1989-03-01,all,NA,0.6609999999999999
1989-03-01,black,NA,0.64
1989-03-01,black,women,0.583
1989-03-01,black,men,0.71
1989-03-01,hispanic,NA,0.675
1989-03-01,hispanic,women,0.532
1989-03-01,hispanic,men,0.82
1989-03-01,white,NA,0.6629999999999999
1989-03-01,white,women,0.57
1989-03-01,white,men,0.765
1989-04-01,all,NA,0.6609999999999999
1989-04-01,black,NA,0.64
1989-04-01,black,women,0.583
1989-04-01,black,men,0.7090000000000001
1989-04-01,hispanic,NA,0.6759999999999999
1989-04-01,hispanic,women,0.534
1989-04-01,hispanic,men,0.82
1989-04-01,white,NA,0.664
1989-04-01,white,women,0.57
1989-04-01,white,men,0.7659999999999999
1989-05-01,all,NA,0.662
1989-05-01,black,NA,0.64
1989-05-01,black,women,0.585
1989-05-01,black,men,0.7090000000000001
1989-05-01,hispanic,NA,0.677
1989-05-01,hispanic,women,0.537
1989-05-01,hispanic,men,0.82
1989-05-01,white,NA,0.664
1989-05-01,white,women,0.5710000000000001
1989-05-01,white,men,0.7659999999999999
1989-06-01,all,NA,0.6629999999999999
1989-06-01,black,NA,0.642
1989-06-01,black,women,0.5870000000000001
1989-06-01,black,men,0.7090000000000001
1989-06-01,hispanic,NA,0.677
1989-06-01,hispanic,women,0.537
1989-06-01,hispanic,men,0.82
1989-06-01,white,NA,0.665
1989-06-01,white,women,0.5720000000000001
1989-06-01,white,men,0.7659999999999999
1989-07-01,all,NA,0.6629999999999999
1989-07-01,black,NA,0.642
1989-07-01,black,women,0.5870000000000001
1989-07-01,black,men,0.71
1989-07-01,hispanic,NA,0.6779999999999999
1989-07-01,hispanic,women,0.5379999999999999
1989-07-01,hispanic,men,0.82
1989-07-01,white,NA,0.665
1989-07-01,white,women,0.573
1989-07-01,white,men,0.7659999999999999
1989-08-01,all,NA,0.664
1989-08-01,black,NA,0.642
1989-08-01,black,women,0.5870000000000001
1989-08-01,black,men,0.7090000000000001
1989-08-01,hispanic,NA,0.6779999999999999
1989-08-01,hispanic,women,0.5379999999999999
1989-08-01,hispanic,men,0.821
1989-08-01,white,NA,0.6659999999999999
1989-08-01,white,women,0.573
1989-08-01,white,men,0.7659999999999999
1989-09-01,all,NA,0.664
1989-09-01,black,NA,0.642
1989-09-01,black,women,0.588
1989-09-01,black,men,0.7090000000000001
1989-09-01,hispanic,NA,0.677
1989-09-01,hispanic,women,0.537
1989-09-01,hispanic,men,0.82
1989-09-01,white,NA,0.6659999999999999
1989-09-01,white,women,0.574
1989-09-01,white,men,0.7659999999999999
1989-10-01,all,NA,0.664
1989-10-01,black,NA,0.642
1989-10-01,black,women,0.588
1989-10-01,black,men,0.7090000000000001
1989-10-01,hispanic,NA,0.6759999999999999
1989-10-01,hispanic,women,0.536
1989-10-01,hispanic,men,0.82
1989-10-01,white,NA,0.6659999999999999
1989-10-01,white,women,0.575
1989-10-01,white,men,0.767
1989-11-01,all,NA,0.665
1989-11-01,black,NA,0.642
1989-11-01,black,women,0.588
1989-11-01,black,men,0.7090000000000001
1989-11-01,hispanic,NA,0.6759999999999999
1989-11-01,hispanic,women,0.536
1989-11-01,hispanic,men,0.8190000000000001
1989-11-01,white,NA,0.667
1989-11-01,white,women,0.575
1989-11-01,white,men,0.767
1989-12-01,all,NA,0.665
1989-12-01,black,NA,0.642
1989-12-01,black,women,0.5870000000000001
1989-12-01,black,men,0.7090000000000001
1989-12-01,hispanic,NA,0.6759999999999999
1989-12-01,hispanic,women,0.537
1989-12-01,hispanic,men,0.818
1989-12-01,white,NA,0.667
1989-12-01,white,women,0.575
1989-12-01,white,men,0.767
1990-01-01,all,NA,0.665
1990-01-01,black,NA,0.642
1990-01-01,black,women,0.588
1990-01-01,black,men,0.7090000000000001
1990-01-01,hispanic,NA,0.675
1990-01-01,hispanic,women,0.536
1990-01-01,hispanic,men,0.816
1990-01-01,white,NA,0.667
1990-01-01,white,women,0.575
1990-01-01,white,men,0.767
1990-02-01,all,NA,0.665
1990-02-01,black,NA,0.642
1990-02-01,black,women,0.588
1990-02-01,black,men,0.708
1990-02-01,hispanic,NA,0.675
1990-02-01,hispanic,women,0.536
1990-02-01,hispanic,men,0.815
1990-02-01,white,NA,0.6679999999999999
1990-02-01,white,women,0.5760000000000001
1990-02-01,white,men,0.768
1990-03-01,all,NA,0.6659999999999999
1990-03-01,black,NA,0.642
1990-03-01,black,women,0.589
1990-03-01,black,men,0.708
1990-03-01,hispanic,NA,0.675
1990-03-01,hispanic,women,0.536
1990-03-01,hispanic,men,0.815
1990-03-01,white,NA,0.6679999999999999
1990-03-01,white,women,0.5760000000000001
1990-03-01,white,men,0.768
1990-04-01,all,NA,0.6659999999999999
1990-04-01,black,NA,0.643
1990-04-01,black,women,0.59
1990-04-01,black,men,0.7090000000000001
1990-04-01,hispanic,NA,0.675
1990-04-01,hispanic,women,0.535
1990-04-01,hispanic,men,0.816
1990-04-01,white,NA,0.6679999999999999
1990-04-01,white,women,0.5770000000000001
1990-04-01,white,men,0.768
1990-05-01,all,NA,0.6659999999999999
1990-05-01,black,NA,0.643
1990-05-01,black,women,0.59
1990-05-01,black,men,0.7090000000000001
1990-05-01,hispanic,NA,0.6759999999999999
1990-05-01,hispanic,women,0.535
1990-05-01,hispanic,men,0.8170000000000001
1990-05-01,white,NA,0.6679999999999999
1990-05-01,white,women,0.5770000000000001
1990-05-01,white,men,0.768
1990-06-01,all,NA,0.6659999999999999
1990-06-01,black,NA,0.643
1990-06-01,black,women,0.589
1990-06-01,black,men,0.708
